Compound,Date,Negative,Neutral,Newsfeed,Positive,Text,Tweets Ago
-0.3751,Sun Sep 30 14:01:41 +0000 2018,0.707,0.2,@CBSNews,0.093,"RT @CBSSunday: EXCLUSIVE: CNN founder Ted Turner says he is battling Lewy body dementia, a progressive brain disorder which affects memory…",21
0.1877,Sun Sep 30 13:59:50 +0000 2018,0.902,0.0,@CBSNews,0.098,"Tens of thousands of women in Brazil say ""not him"" in protest against far-right presidential candidate… https://t.co/AyG5yzR1Nh",22
-0.5267,Sun Sep 30 13:39:42 +0000 2018,0.793,0.207,@CBSNews,0.0,"Senate panel refers unidentified individual's ""apparent false statements"" about Kavanaugh for criminal investigation https://t.co/18qixewp9X",23
-0.1779,Sun Sep 30 13:19:51 +0000 2018,0.649,0.212,@CBSNews,0.139,Thousands of panicked people stampeded out of NYC's Global Citizen Festival Saturday night after confusing the soun… https://t.co/Sx1z2jldpw,24
0.0,Sun Sep 30 13:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,"""Boofed,"" ""Devil's Triangle,"" ""FFFFFFourth of July"": How Brett Kavanaugh explained his yearbook jokes… https://t.co/lz22ReLWnH",25
-0.3182,Sun Sep 30 12:48:04 +0000 2018,0.647,0.223,@CBSNews,0.129,Pentagon's top enlisted service member suspended amid misconduct probe https://t.co/MWjY9FHTxf https://t.co/qgwfzVSw8g,26
-0.7579,Sun Sep 30 12:33:04 +0000 2018,0.629,0.371,@CBSNews,0.0,National Guardsmen waved van around barricade blocking flooded road before 2 drowned https://t.co/p6FCW1mWa4 https://t.co/XYSyTpZ8SX,27
0.0,Sun Sep 30 12:18:03 +0000 2018,1.0,0.0,@CBSNews,0.0,"GoFundMe campaigns for Christine Blasey Ford raise over $700,000 combined https://t.co/NArWgZFlTq https://t.co/KZpyn1ZTbu",28
-0.7906,Sun Sep 30 12:03:03 +0000 2018,0.522,0.37,@CBSNews,0.109,"""We still have a rape culture,"" says mother of sexual assault survivor Chessy Prout https://t.co/2pPSTjisne https://t.co/w63HGIH5WD",29
0.0,Sun Sep 30 11:48:03 +0000 2018,1.0,0.0,@CBSNews,0.0,"Honda recall: Rear cameras and airbags lead to recall of Accord, Insight, Acura models https://t.co/tCUMkAOkKs https://t.co/chTGJSXFiE",30
0.0,Sun Sep 30 11:33:04 +0000 2018,1.0,0.0,@CBSNews,0.0,"Kavanaugh lawyer says accuser's lie detector test, therapist notes not turned over https://t.co/dwh8KdmOhw https://t.co/H6MzdpaqTf",31
-0.6486,Sun Sep 30 11:18:04 +0000 2018,0.719,0.281,@CBSNews,0.0,Former Massachusetts state senator found dead before his corruption trial https://t.co/T121cdzMFP https://t.co/YIVDyHqPfM,32
0.3818,Sun Sep 30 11:03:04 +0000 2018,0.776,0.0,@CBSNews,0.224,"Cedric the Entertainer talks race in ""The Neighborhood"" https://t.co/D9HNWCH4LW https://t.co/ya3Vo7DaMF",33
0.0,Sun Sep 30 10:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,Behind the scenes of Jeff Flake's decision to call for an FBI probe into Kavanaugh allegations… https://t.co/78OjHbNSOC,34
0.0,Sun Sep 30 10:33:03 +0000 2018,1.0,0.0,@CBSNews,0.0,Iran airs video of close encounter with USS Theodore Roosevelt in Strait of Hormuz https://t.co/aWizH80wAB https://t.co/D9U7mHNdZY,35
0.0,Sun Sep 30 10:18:03 +0000 2018,1.0,0.0,@CBSNews,0.0,Inside the tiny green huts that shelter London's cab drivers https://t.co/suf7Iv1DYg https://t.co/UkuvX9MlNV,36
0.0,Sun Sep 30 10:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,"Trump signs short-term spending bill, averting shutdown ahead of midterms https://t.co/8xL3E2PcWg https://t.co/J8ZaLNO6H8",37
0.3612,Sun Sep 30 09:48:03 +0000 2018,0.872,0.0,@CBSNews,0.128,"Klobuchar says if she acted like Kavanaugh in his courtroom, ""he would have thrown me out"" https://t.co/OByMexBhON https://t.co/eWUS14ns93",38
0.4215,Sun Sep 30 09:33:03 +0000 2018,0.763,0.0,@CBSNews,0.237,"A year after shooting, Vegas voters see strengthened community https://t.co/T21rhnJKvp https://t.co/fkCxWHvMEE",39
-0.7184,Sun Sep 30 09:18:03 +0000 2018,0.667,0.333,@CBSNews,0.0,U.S. evacuates consulate in southern Iraq following attacks blamed on Iran-backed militias https://t.co/Dk5oTPu552 https://t.co/fWlGdvWKsn,40
0.3182,Sun Sep 30 09:03:03 +0000 2018,0.867,0.0,@CBSNews,0.133,"Ariana Grande and original stars Idina Menzel and Kristin Chenoweth to lead NBC's ""Wicked"" concert… https://t.co/nQyMyuuldH",41
0.0,Sun Sep 30 08:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,F-35B military plane crashes in coastal South Carolina https://t.co/H7ZxBQM8CT https://t.co/Z9J8ouA02H,42
-0.4404,Sun Sep 30 08:33:04 +0000 2018,0.756,0.244,@CBSNews,0.0,"Shark attacks teen at beach in Encinitas, California https://t.co/WP29ZNsvzM https://t.co/Wf6tBlMun7",43
0.0,Sun Sep 30 08:18:03 +0000 2018,1.0,0.0,@CBSNews,0.0,"Review: Orson Welles' final film, ""The Other Side of the Wind"" https://t.co/wmYHWr1C8t https://t.co/QG7rlMLJUa",44
-0.2235,Sun Sep 30 08:03:03 +0000 2018,0.854,0.146,@CBSNews,0.0,"U.S. kids eating more fast food, healthier offerings not helping https://t.co/8weXEyQ3FY https://t.co/YyEVAxhoIx",45
-0.5267,Sun Sep 30 07:48:03 +0000 2018,0.779,0.221,@CBSNews,0.0,"Experts identify model in scandalous painting ""The Origin of the World"" https://t.co/CisipWn9AC https://t.co/63w2uMpd58",46
-0.5859,Sun Sep 30 07:33:03 +0000 2018,0.743,0.257,@CBSNews,0.0,High schoolers sound off on Kavanaugh allegations and sexual assault https://t.co/iq7BF8A00J https://t.co/BPYx7JTzhe,47
0.0,Sun Sep 30 07:18:04 +0000 2018,1.0,0.0,@CBSNews,0.0,"Michelle Obama urges voters to ""take their power back"" at registration rally https://t.co/WuFRcCsbxE https://t.co/616mljrm4x",48
-0.5994,Sun Sep 30 07:03:04 +0000 2018,0.71,0.29,@CBSNews,0.0,Airline now says one passenger is missing after Micronesia lagoon plane crash https://t.co/nq0EJVZx9F https://t.co/9oF0Qm3n4P,49
0.0,Sun Sep 30 06:48:03 +0000 2018,1.0,0.0,@CBSNews,0.0,Judge's ruling enables Kentucky's last abortion clinic to stay open https://t.co/2IMnkMZ735 https://t.co/G5vitpmPA1,50
0.0,Sun Sep 30 06:33:04 +0000 2018,1.0,0.0,@CBSNews,0.0,"Wrongfully convicted Chicago residents recall life under corrupt cop and his ""gang"" https://t.co/lRNU6RpBkH https://t.co/lL5OtTtZ2W",51
-0.765,Sun Sep 30 06:18:04 +0000 2018,0.602,0.398,@CBSNews,0.0,Texas man executed for running over girlfriend in jealous rage https://t.co/7NUDe5sOLd https://t.co/z8dTau3n3R,52
0.0,Sun Sep 30 06:03:03 +0000 2018,1.0,0.0,@CBSNews,0.0,"Federal judge cites Trump's alleged ""sh*thole countries"" remark https://t.co/v0HO7uc32H https://t.co/IsmyrI2xaj",53
-0.296,Sun Sep 30 05:48:03 +0000 2018,0.872,0.128,@CBSNews,0.0,Possible last witness sought after body found believed to be missing boy with autism https://t.co/bTAXR9Ko4p https://t.co/MMCpRGWHx8,54
-0.4588,Sun Sep 30 05:33:03 +0000 2018,0.602,0.259,@CBSNews,0.139,"Prominent business leader shot dead in Memphis; ""personal vendetta"" eyed https://t.co/aOPiqUY9Mt https://t.co/s04YJHLQrN",55
-0.2263,Sun Sep 30 05:18:03 +0000 2018,0.863,0.137,@CBSNews,0.0,Body of skydiving instructor who disappeared during tandem jump is found https://t.co/Ke53CxXEGY https://t.co/OvGul0tO3V,56
0.0,Sun Sep 30 05:03:03 +0000 2018,1.0,0.0,@CBSNews,0.0,The Dish: Indian chef Anita Jaisinghani https://t.co/5TKmntjZcp https://t.co/8wnrwJNYiR,57
0.0258,Sun Sep 30 04:48:03 +0000 2018,0.901,0.0,@CBSNews,0.099,Jesuit order's America magazine urges withdrawal of Kavanaugh nomination https://t.co/aY8II5jPrv https://t.co/YxTJJrBvi9,58
0.0,Sun Sep 30 04:33:03 +0000 2018,1.0,0.0,@CBSNews,0.0,More than 20 million people watched Brett Kavanaugh and Christine Blasey Ford hearings https://t.co/0PJyulVTwV https://t.co/WuQJYLG3vg,59
0.1877,Sun Sep 30 04:24:05 +0000 2018,0.902,0.0,@CBSNews,0.098,"Tens of thousands of women in Brazil say ""not him"" in protest against far-right presidential candidate… https://t.co/gtodcwDeFb",60
-0.7845,Sun Sep 30 04:18:03 +0000 2018,0.67,0.33,@CBSNews,0.0,"PCBs threaten to wipe out half the world's killer whales within decades, study finds https://t.co/o5hWtyfqgD https://t.co/iRDvZ3RsA1",61
-0.7964,Sun Sep 30 04:03:03 +0000 2018,0.608,0.392,@CBSNews,0.0,Pope Francis defrocks Chilean priest Fernando Karadima amid sex abuse scandal https://t.co/jMez7NJ80H https://t.co/bj0XCuQCqt,62
-0.1531,Sun Sep 30 03:48:03 +0000 2018,0.532,0.277,@CBSNews,0.191,Brett Kavanaugh's attack on Democrats could pose risk to Supreme Court https://t.co/gFRPCDyVvD https://t.co/BuNP8Eu5Z8,63
-0.836,Sun Sep 30 03:40:06 +0000 2018,0.529,0.471,@CBSNews,0.0,"Chaos, stampede at Central Park concert after false alarm of gunshots https://t.co/TH3HZ9r8aM https://t.co/1EeDkFVikH",64
0.0,Sun Sep 30 03:33:04 +0000 2018,1.0,0.0,@CBSNews,0.0,Man diagnosed with world's first human case of rat disease hepatitis E https://t.co/e8CyGS4zR8 https://t.co/K8QpbNILGO,65
0.0,Sun Sep 30 03:18:05 +0000 2018,1.0,0.0,@CBSNews,0.0,"Marty Balin, founder of Jefferson Airplane, dies at 76 https://t.co/CH8G3AifLs https://t.co/mEVbDnX9P9",66
-0.4019,Sun Sep 30 03:03:03 +0000 2018,0.681,0.204,@CBSNews,0.115,Mike Pompeo floats prospect of officially ending Korean War ahead of Trump-Kim summit https://t.co/mR07iIohKB https://t.co/WSrKFEcg0X,67
-0.5267,Sun Sep 30 02:58:06 +0000 2018,0.779,0.221,@CBSNews,0.0,"Senate panel refers ""apparent false statements"" about Kavanaugh for criminal investigation https://t.co/yQKCfOlb6c https://t.co/kzZWpoZaU4",68
0.4939,Sun Sep 30 02:48:03 +0000 2018,0.789,0.0,@CBSNews,0.211,"See Tom Hanks as Mister Rogers in ""You Are My Friend"" https://t.co/nxKfa4SEqw https://t.co/maTKtcbFra",69
0.0,Sun Sep 30 02:33:03 +0000 2018,1.0,0.0,@CBSNews,0.0,"""Boofed,"" ""Devil's Triangle,"" ""FFFFFFourth of July"": How Brett Kavanaugh explained his yearbook jokes… https://t.co/6GPupziMFH",70
-0.7269,Sun Sep 30 02:18:03 +0000 2018,0.596,0.404,@CBSNews,0.0,2 Mississippi officers shot to death; wounded suspect in custody https://t.co/9VwOGd8jIY https://t.co/zUFi0x2WeN,71
0.0,Sun Sep 30 02:03:05 +0000 2018,1.0,0.0,@CBSNews,0.0,Behind the scenes of Jeff Flake's decision to call for an FBI probe into Kavanaugh allegations… https://t.co/zlvwA3IyF8,72
0.0,Sun Sep 30 01:56:05 +0000 2018,1.0,0.0,@CBSNews,0.0,How the FBI will investigate the Brett Kavanaugh allegations https://t.co/mewe8JBOFW https://t.co/A5wmRhmbqn,73
0.2023,Sun Sep 30 01:48:03 +0000 2018,0.847,0.0,@CBSNews,0.153,Kavanaugh's chances? Online markets offer a perspective on his nomination https://t.co/QjphBD8w0g https://t.co/6RPmVdW7vX,74
-0.5423,Sun Sep 30 01:33:04 +0000 2018,0.759,0.241,@CBSNews,0.0,Indonesia earthquake kills hundreds as quake triggers 20-foot-high tsunami waves https://t.co/oXaZaqxch6 https://t.co/XgSjuXFTVo,75
-0.7269,Sun Sep 30 01:18:03 +0000 2018,0.663,0.337,@CBSNews,0.0,Video shows fight before fatal shooting of LSU basketball player Wayde Sims https://t.co/iNeuhNud2n https://t.co/CqdfFyyYZw,76
0.0,Sun Sep 30 01:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,Library of Congress launches online National Screening Room https://t.co/goFKD3N48W https://t.co/kTPZOe7Jla,77
-0.1531,Sun Sep 30 00:48:03 +0000 2018,0.753,0.144,@CBSNews,0.103,Ted Turner reveals he's battling Lewy body dementia in exclusive interview https://t.co/h888oIdOoI https://t.co/vQwCVdA0gU,78
-0.2263,Sun Sep 30 00:45:12 +0000 2018,0.899,0.101,@CBSNews,0.0,"President Trump campaigned at a rally in West Virginia, where the vulnerable Democratic senator is a key swing vote… https://t.co/6XT3CVnJQs",79
0.1027,Sun Sep 30 00:33:03 +0000 2018,0.909,0.0,@CBSNews,0.091,Brett Kavanaugh wrongly claimed he could drink legally in Maryland in high school https://t.co/Jabxe8HEWA https://t.co/i9ZyEhl7FC,80
0.4215,Sun Sep 30 00:18:03 +0000 2018,0.833,0.0,@CBSNews,0.167,$3 billion Hoover Dam project hopes to bring power plant into 21st century https://t.co/EfUg3MjROs https://t.co/OYZdPO6NtF,81
0.5859,Sun Sep 30 00:03:03 +0000 2018,0.808,0.0,@CBSNews,0.192,"Jenni ""JWoww"" Farley files for divorce, husband Roger Mathews says he's going to win her back… https://t.co/UeWt4xa9Al",82
0.0,Sat Sep 29 23:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,Surveillance video shows deadly ambush of rapper XXXTentacion in Florida https://t.co/jmxWIpJd5F https://t.co/moxHj7or8s,83
-0.6705,Sat Sep 29 23:44:05 +0000 2018,0.645,0.355,@CBSNews,0.0,Catholic institute accused of failing to act on McCarrick allegations https://t.co/1w5tjZ6D2m https://t.co/cz5OUvBZRF,84
-0.8319,Sat Sep 29 23:33:03 +0000 2018,0.505,0.495,@CBSNews,0.0,"West Virginia poverty gets worse under Trump economy, not better https://t.co/KQGRVOv2Eb https://t.co/fioTWM3Ztf",85
0.0772,Sat Sep 29 23:18:03 +0000 2018,0.553,0.191,@CBSNews,0.256,Christine Blasey Ford's friend clarifies statement about alleged assault by Brett Kavanaugh https://t.co/qVQMrOXFLV https://t.co/eLLb5I6i73,86
0.0,Sat Sep 29 23:03:03 +0000 2018,1.0,0.0,@CBSNews,0.0,Iran airs video of close encounter with USS Theodore Roosevelt in Strait of Hormuz https://t.co/a4VgiauMzT https://t.co/zxHPCXA1qF,87
0.0,Sat Sep 29 22:19:51 +0000 2018,1.0,0.0,@CBSNews,0.0,"Michelle Obama urges voters to ""take their power back"" at registration rally https://t.co/ahbqwzLJio https://t.co/lPqSuH99Ug",88
-0.7906,Sat Sep 29 22:00:30 +0000 2018,0.667,0.333,@CBSNews,0.0,A 5-year-old California kindergartener suffers from violent seizures. So her parents turned to an unlikely treatmen… https://t.co/zUoDKv0ExH,89
0.0,Sat Sep 29 21:49:45 +0000 2018,1.0,0.0,@CBSNews,0.0,"JUST IN: Elon Musk to step down as chair of Tesla board, settles with SEC for $20 million https://t.co/Kc3MnRpR0n https://t.co/nh5EiL4EkB",90
-0.5423,Sat Sep 29 21:39:29 +0000 2018,0.759,0.241,@CBSNews,0.0,Indonesia earthquake kills hundreds as quake triggers 20-foot-high tsunami waves https://t.co/cewkqa0MZ7 https://t.co/V61E1Dhrht,91
0.4939,Sat Sep 29 21:19:36 +0000 2018,0.849,0.0,@CBSNews,0.151,"Iran broadcasts video of close encounter with USS Theodore Roosevelt, in likely attempt to show strength after new… https://t.co/cctmOBeCd2",92
-0.1027,Sat Sep 29 21:17:14 +0000 2018,0.915,0.085,@CBSNews,0.0,"JUST IN: Elizabeth Warren says she will take a ""hard look"" at running for president https://t.co/xgfWjsZjDZ https://t.co/kGPAk01S0W",93
0.0,Sat Sep 29 20:59:32 +0000 2018,1.0,0.0,@CBSNews,0.0,"Inside the tiny green huts that shelter London's cab drivers, where only those with ""the knowledge"" can get inside… https://t.co/2uXGblkMvy",94
-0.4404,Sat Sep 29 20:39:46 +0000 2018,0.734,0.266,@CBSNews,0.0,Shark attacks teen at Southern California beach https://t.co/2z1V2ElGzj https://t.co/l81bvYWvg9,95
-0.1531,Sat Sep 29 20:19:33 +0000 2018,0.833,0.1,@CBSNews,0.067,"FBI reaches out to Deborah Ramirez, the second woman to accuse Brett Kavanaugh of sexual misconduct… https://t.co/VGSw9GSPmK",96
0.2023,Sat Sep 29 19:59:48 +0000 2018,0.667,0.171,@CBSNews,0.163,Super PAC aligned with House GOP leadership cuts off millions of dollars in funding for two vulnerable Republicans… https://t.co/l3mYljCQZj,97
0.4939,Sat Sep 29 19:39:47 +0000 2018,0.824,0.0,@CBSNews,0.176,Can blockchain save local reporting? A new start-up called Civil thinks cryptocurrency may be journalism's savior… https://t.co/r0pSr3NrHz,98
-0.7906,Sat Sep 29 19:19:54 +0000 2018,0.513,0.393,@CBSNews,0.094,Wayde Sims shooting: Suspect arrested in LSU basketball player's death and admits to the killing… https://t.co/TAtOyT9TOO,99
0.0,Sat Sep 29 18:59:55 +0000 2018,1.0,0.0,@CBSNews,0.0,"The White House will determine the scope of the FBI's Brett Kavanaugh investigation, which could make it unlikely t… https://t.co/arDFVnj9hq",100
0.0,Sun Sep 30 19:18:51 +0000 2018,1.0,0.0,@cnnbrk,0.0,"The White House is coordinating with GOP senators to narrow the scope of the Kavanaugh investigation, sources say,… https://t.co/IaEQ3r30rP",1
-0.1027,Sun Sep 30 16:18:53 +0000 2018,0.935,0.065,@cnnbrk,0.0,"RT @CNNPolitics: Democratic Sen. Amy Klobuchar, a member of the Senate Judiciary Committee, says she was “really stunned by how (Brett Kava…",2
0.0,Sun Sep 30 16:18:23 +0000 2018,1.0,0.0,@cnnbrk,0.0,RT @CNNPolitics: White House counselor Kellyanne Conway say the FBI investigation into Brett Kavanaugh is “not meant to be a fishing expedi…,3
-0.5994,Sun Sep 30 07:50:21 +0000 2018,0.794,0.206,@cnnbrk,0.0,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/3MIg47GArP",4
-0.4215,Sat Sep 29 21:56:43 +0000 2018,0.84,0.16,@cnnbrk,0.0,"Tesla CEO Elon Musk will resign as company chairman and pay $20 million in a settlement with the SEC, after it sued… https://t.co/GRecfKRfnO",5
-0.8442,Sat Sep 29 17:04:14 +0000 2018,0.664,0.336,@cnnbrk,0.0,"Two police officers were killed in a shootout in Brookhaven, Mississippi, responding to a call about shots fired, a… https://t.co/cJca3J3RwL",6
-0.8176,Sat Sep 29 16:43:12 +0000 2018,0.605,0.395,@cnnbrk,0.0,Police arrest a suspect in the shooting death of Louisiana State University basketball player Wayde Sims… https://t.co/Z16IamshpZ,7
0.4215,Sat Sep 29 16:34:25 +0000 2018,0.859,0.0,@cnnbrk,0.141,A rare and powerful hurricane-like storm roars across Greece triggering flooding as it makes its way toward Turkey… https://t.co/cfVZSrm0xt,8
0.0,Sat Sep 29 14:09:25 +0000 2018,1.0,0.0,@cnnbrk,0.0,Typhoon Trami unleashed heavy winds and rain on southern Japan as it slowly marched toward the nation's main island… https://t.co/NnGbeTpr2p,9
0.4215,Sat Sep 29 08:31:30 +0000 2018,0.851,0.0,@cnnbrk,0.149,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/QGVicMQYJu,10
-0.8055,Sat Sep 29 05:02:58 +0000 2018,0.723,0.277,@cnnbrk,0.0,At least 48 people are dead and  more than 350 injured after a series of earthquakes and a tsunami hit the Indonesi… https://t.co/eDNdUcgWA9,11
-0.2263,Sat Sep 29 01:56:54 +0000 2018,0.905,0.095,@cnnbrk,0.0,Federal judge rules that lawsuit by Democratic lawmakers against Trump over foreign payments to his business can pr… https://t.co/kH41Mk5Jul,12
0.0,Sat Sep 29 01:21:05 +0000 2018,1.0,0.0,@cnnbrk,0.0,"Marty Balin, whose tenor voice provided hits for the '60s psychedelic rock band Jefferson Airplane, dies at age 76… https://t.co/7Qfiguy0oP",13
0.5574,Fri Sep 28 21:34:32 +0000 2018,0.841,0.0,@cnnbrk,0.159,RT @CNNPolitics: JUST IN: President Donald Trump has ordered the FBI to conduct a week-long investigation into Supreme Court nominee Brett…,14
0.6597,Fri Sep 28 20:16:44 +0000 2018,0.759,0.0,@cnnbrk,0.241,"Senate GOP agrees to a week for an FBI investigation into US Supreme Court nominee Brett Kavanaugh, delaying a conf… https://t.co/Sx1ddc4nRI",15
-0.5574,Fri Sep 28 19:43:36 +0000 2018,0.833,0.167,@cnnbrk,0.0,"Six Palestinians died after being shot by Israeli soldiers along the fence that separates Gaza and Israel, Palestin… https://t.co/dPEkfs3x4Z",16
-0.34,Fri Sep 28 19:29:46 +0000 2018,0.893,0.107,@cnnbrk,0.0,The House passes the final version of a legislative package that aims to combat the opioid epidemic by a vote of 39… https://t.co/3eSpgLEGNU,17
0.4854,Fri Sep 28 18:04:58 +0000 2018,0.644,0.095,@cnnbrk,0.262,Senate panel approves Brett Kavanaugh's Supreme Court nomination but full vote could be delayed to allow for FBI in… https://t.co/IEHMpibH1Z,18
-0.5267,Fri Sep 28 17:05:39 +0000 2018,0.761,0.239,@cnnbrk,0.0,Facebook says an attack discovered earlier this week exposed information on nearly 50 million users… https://t.co/pAAQZDfGUz,19
0.5574,Fri Sep 28 15:43:11 +0000 2018,0.825,0.0,@cnnbrk,0.175,"Democratic Sen. Joe Donnelly, a key vote for Supreme Court nominee Brett Kavanaugh's confirmation, says he will vot… https://t.co/JhWURmyOJs",20
-0.4215,Fri Sep 28 14:36:09 +0000 2018,0.661,0.227,@cnnbrk,0.112,"RT @CNNPolitics: Moments after announcing his support for Kavanaugh, Sen. Jeff Flake was immediately confronted by furious demonstrators wh…",21
0.5574,Fri Sep 28 13:58:17 +0000 2018,0.841,0.0,@cnnbrk,0.159,The Senate Judiciary Committee moves to vote on Brett Kavanaugh's nomination to the Supreme Court at 1:30 p.m. ET.… https://t.co/5pxklRhpcj,22
0.743,Fri Sep 28 13:44:20 +0000 2018,0.73,0.0,@cnnbrk,0.27,Sen. Jeff Flake will vote yes to confirm Supreme Court nominee Brett Kavanaugh. He was considered a Republican swin… https://t.co/1dGjgeImX5,23
-0.6705,Fri Sep 28 13:06:27 +0000 2018,0.809,0.191,@cnnbrk,0.0,Iraqi social media star and model Tara Fares has been killed in Baghdad. An official says two motorcyclists opened… https://t.co/KcpUYACTuJ,24
0.5574,Fri Sep 28 04:15:35 +0000 2018,0.833,0.0,@cnnbrk,0.167,The American Bar Association is calling on the Senate Judiciary Committee to halt consideration of Supreme Court no… https://t.co/v6vKnGExAJ,25
0.5574,Fri Sep 28 00:33:11 +0000 2018,0.825,0.0,@cnnbrk,0.175,The Senate Judiciary Committee will vote Friday morning on whether to push Brett Kavanaugh's Supreme Court nominati… https://t.co/nVFlSMxspB,26
0.3612,Thu Sep 27 23:55:49 +0000 2018,0.583,0.152,@cnnbrk,0.265,RT @CNNPolitics: A once frustrated President Trump becomes optimistic about his Supreme Court nominee Brett Kavanaugh https://t.co/ascV5Gty…,27
0.5574,Thu Sep 27 23:29:17 +0000 2018,0.841,0.0,@cnnbrk,0.159,RT @CNNPolitics: JUST IN: Key senators are huddling privately to discuss the future of Supreme Court nominee Brett Kavanaugh https://t.co/w…,28
-0.4404,Thu Sep 27 21:15:09 +0000 2018,0.782,0.218,@cnnbrk,0.0,"GOP Sen. Lindsey Graham harshly criticized Democratic colleagues during questioning of Brett Kavanaugh, calling the… https://t.co/Paq3V66xYs",29
0.296,Thu Sep 27 20:28:51 +0000 2018,0.909,0.0,@cnnbrk,0.091,Tesla CEO Elon Musk is sued by the Securities and Exchange Commission after he tweeted he had funding to take the c… https://t.co/cOnHrIcI5X,30
-0.4939,Thu Sep 27 19:40:07 +0000 2018,0.583,0.275,@cnnbrk,0.142,"Brett Kavanaugh passionately denies the allegations of sexual assault against him in his opening statement, calling… https://t.co/HtWtDgvy5D",31
0.5574,Thu Sep 27 19:10:47 +0000 2018,0.825,0.0,@cnnbrk,0.175,Supreme Court nominee Brett Kavanaugh testifies following dramatic testimony from the woman who says he sexually as… https://t.co/pknsx6aMdf,32
-0.5423,Thu Sep 27 18:38:27 +0000 2018,0.8,0.2,@cnnbrk,0.0,"Officials believe they have found the body of Maddox Ritch, an autistic 6-year-old missing since his dad lost sight… https://t.co/njPt3pBmZo",33
-0.4939,Thu Sep 27 16:39:28 +0000 2018,0.862,0.138,@cnnbrk,0.0,The prosecutor hired by Republicans asked Christine Blasey Ford about her fear of flying and other trips she has ta… https://t.co/8BkKrzGwwt,34
0.4404,Thu Sep 27 15:22:23 +0000 2018,0.879,0.0,@cnnbrk,0.121,RT @CNNPolitics: Christine Blasey Ford provides what she says is her strongest memory of the incident: “Indelible in the hippocampus is the…,35
0.7169,Thu Sep 27 15:12:19 +0000 2018,0.794,0.0,@cnnbrk,0.206,"RT @CNNPolitics: Feinstein: ""How are you so sure that it was (Kavanaugh)?”

Ford: ""The same way that I'm sure that I'm talking to you right…",36
-0.1779,Thu Sep 27 15:08:39 +0000 2018,0.914,0.086,@cnnbrk,0.0,"Christine Blasey Ford, her voice shaking, describes the night in the 1980s when she alleges Brett Kavanaugh sexuall… https://t.co/nKT0fTePNg",37
0.0,Thu Sep 27 14:54:45 +0000 2018,1.0,0.0,@cnnbrk,0.0,RT @CNNPolitics: Christine Blasey Ford details how she met Brett Kavanaugh in her opening remarks: “But the details about that night that b…,38
-0.6395,Thu Sep 27 14:52:59 +0000 2018,0.808,0.192,@cnnbrk,0.0,RT @CNNPolitics: Christine Blasey Ford: “I am here today not because I want to be. I am terrified. I am here because I believe it is my civ…,39
0.0,Thu Sep 27 14:43:11 +0000 2018,1.0,0.0,@cnnbrk,0.0,"Christine Blasey Ford tells a Senate panel she is ""terrified"" to testify but feels it is her ""civic duty""… https://t.co/7RsWbhvDQH",40
0.0,Thu Sep 27 14:38:08 +0000 2018,1.0,0.0,@cnnbrk,0.0,RT @CNNPolitics: Sen. Dianne Feinstein on why she waited to provide Christine Blasey Ford’s letter to the FBI: “I think as I make my remark…,41
-0.3612,Thu Sep 27 14:37:39 +0000 2018,0.878,0.122,@cnnbrk,0.0,"Sen. Grassley's opening statement criticized the process leading to the hearing, took shots at Sen. Feinstein and d… https://t.co/8sbgMMdpsA",42
0.0,Thu Sep 27 14:21:45 +0000 2018,1.0,0.0,@cnnbrk,0.0,RT @CNNPolitics: Senate Judiciary Committee Chairman Chuck Grassley on the FBI reports conducted while vetting Brett Kavanaugh: “No where i…,43
0.0,Thu Sep 27 14:11:00 +0000 2018,1.0,0.0,@cnnbrk,0.0,RT @CNNPolitics: Christine Blasey Ford arrives to give her testimony before the Senate Judiciary Committee https://t.co/vr3wiHSp66,44
0.34,Thu Sep 27 14:02:58 +0000 2018,0.756,0.092,@cnnbrk,0.151,"Watch and follow live: Supreme Court nominee Brett Kavanaugh and Christine Blasey Ford, who has accused him of sexu… https://t.co/esjwi3mkfB",45
